# mangaid     objra           objdec             nsa_z       W80_mean             W80_75th             frac_spx                flag1   flag2  
  1-38553     53.4615542316   -1.00838220622     0.0260017   200.29445425071216   224.64057508477563   0.07630979498861047     0       0      
  1-38612     52.7789268292   -0.915973761209    0.0220465   202.74762952067223   207.268370611553     0.7044167610419027      0       0      
  1-38617     52.6508391076   -0.548766477429    0.148557    ""                   ""                   0.0                     0       0      
  1-38618     52.6225852766   -0.488769014202    0.0217339   374.400958474626     374.70047924140573   0.013071895424836602    0       0      
  1-386263    136.240067219   27.7276382424      0.0214327   265.7013894106589    257.5878594305427    0.4799107142857143      0       0      
  1-386264    136.294847141   28.2853329447      0.0270946   ""                   ""                   0.0                     0       0      
  1-386272    135.411717453   27.6674530335      0.143701    ""                   ""                   0.0                     0       0      
  1-386430    135.837150569   28.6960444002      0.0486763   ""                   ""                   0.0                     1       3      
  1-386452    136.228339277   28.3843145009      0.0268704   293.30698002481347   297.12460064546326   0.1368909512761021      0       0      
  1-386453    136.138199276   28.3498623083      0.0263218   207.71525285397945   215.6549520813846    0.4420839656044512      0       0      
  1-386601    136.308976486   28.2247347935      0.0263206   ""                   ""                   0.0                     0       0      
  1-386605    136.249888208   28.3477202508      0.0486433   217.79142443604638   226.43769968545382   0.6967005076142132      0       0      
  1-38663     52.0504984222   0.124749266576     0.139508    ""                   ""                   0.0                     0       0      
  1-386657    137.234890412   27.513816822       0.0219164   207.15841995033006   212.3602236468079    0.5996204933586338      0       0      
  1-386670    137.119450139   27.9920191708      0.0258108   ""                   ""                   0.0                     0       0      
  1-386685    137.449432744   27.8623064121      0.0204372   195.83590936274263   195.28753994036492   0.6449925261584455      0       0      
  1-386695    137.983505636   27.8992697013      0.0474334   334.81369568458604   352.8354632664876    0.22074468085106383     1       2      
  1-386800    137.268018186   28.2568343402      0.0216554   199.26320135409998   204.8722044773154    0.6506904955320877      0       0      
  1-386822    137.11856882    28.9110351614      0.0213801   340.2886872790639    413.33865815598716   0.2574679943100996      0       0      
  1-386836    136.912550203   28.6359557126      0.0223529   183.19368256473174   188.0990415376521    0.08731466227347612     0       0      
  1-386847    136.657756482   29.0692480115      0.0478003   205.16881727548554   208.46645367867177   0.3772893772893773      0       0      
  1-38713     53.1703361086   0.245738937436     0.0240173   211.35678463881297   201.27795527595896   0.23566433566433567     0       0      
  1-38764     54.5641588216   1.0018050093       0.0416609   ""                   ""                   0.0                     0       0      
  1-38770     54.3895928174   0.144233407811     0.0480771   308.1974104657823    404.35303515259614   0.2442159383033419      0       0      
  1-38775     56.3891521567   -1.04690320706     0.0365299   211.9203280247527    212.0607028800282    0.5235378031383737      0       0      
  1-38777     56.2841865512   -0.947098601846    0.109955    ""                   ""                   0.0                     0       0      
  1-38787     56.4896580952   -0.0209215155287   0.0376103   212.46006390240115   214.75638978104553   0.4731182795698925      0       0      
  1-38798     56.1105615147   -0.303872199799    0.0367456   ""                   ""                   0.0                     0       0      
  1-38802     56.1316453178   0.00664665180817   0.108529    ""                   ""                   0.0                     0       0      
  1-38819     55.5922982029   -0.583196462725    0.0523909   218.5273645317761    221.64536741697864   0.8094170403587444      0       0      
  1-38822     55.5520135321   -0.354380936843    0.0253377   204.29841528006529   204.8722044773154    0.6584425597532768      0       0      
  1-38856     54.8917856748   -0.511959862583    0.0258558   210.3557385152822    215.6549520813846    0.18118466898954705     0       0      
  1-38887     54.0890115185   0.186890961787     0.0241572   211.0793584582173    219.249201282741     0.4795180722891566      0       0      
  1-38894     54.7363779924   0.917886256261     0.0417053   190.7639700747828    196.48562300748375   0.47693770803613883     0       0      
  1-392007    154.978349602   36.325738992       0.0261177   335.21365815428186   370.8067092732697    0.35036496350364965     1       2      
  1-392010    154.636163224   36.26215187        0.0525294   ""                   ""                   0.0                     0       0      
  1-392067    155.580761111   36.5830378474      0.0259165   396.88433990354105   480.73083068141983   0.1486810551558753      0       0      
  1-392636    157.273613205   35.9751519965      0.0877446   ""                   ""                   0.0                     0       0      
